Health,Population,Area,Latitude,Longitude,AQI,PM2.5,PM10
1177.5545,104000,Palakollu,16.5179,81.7253,57,20,57
983.6409,51165,Palmaner,13.1949,78.7474,89,43,94
789.4527,32502,Parigi,13.8865,77.4659,80,34,80
641.8262,52360,Pithapuram,17.1146,82.2522,55,19,55
1186.2769,12640,Ponduru,18.3497,83.7584,54,19,54
969.4953,218000,Proddatur,14.7526,78.5541,85,41,91
1003.8461,112786,Pulivendla,14.4222,78.2263,73,31,73
1001.5838,54746,Punganuru,13.3659,78.575,89,43,94
682.847,490000,Rajahmundry,17.0005,81.804,64,22,64
921.3496,125000,Rayachoti,14.0586,78.7519,91,44,97
1130.9782,56864,Samalkot,17.05,82.1679,57,20,57
780.5213,130000,Tadepallegudem,16.8073,81.5316,59,20,59
966.8303,108000,Tadpatri,14.9091,78.0092,71,31,71
628.5774,90430,Tanuku,16.7566,81.677,59,20,59
907.8226,287000,Tirupati,13.6288,79.4192,114,55,121
1093.6267,53425,Tuni,17.3573,82.5443,54,19,54
775.7372,59725,Vinukonda,16.0568,79.7453,52,19,52
1061.3138,2035922,Vishakhapatnam,17.6868,83.2125,69,25,69
1902.2792,261099,Arrah,25.5541,84.6665,211,137,257
1804.138,101520,Aurangabad,24.8762,84.3433,71,33,71
1898.573,113012,Bagaha,27.1222,84.0722,122,45,84
1830.1343,251136,Begusarai,25.4182,86.1272,192,81,135
1966.9914,156200,Bettiah,26.8026,84.5204,126,46,112
1890.2596,410210,Bhagalpur,25.2425,86.9882,104,53,118
1869.7028,296889,Bihar Sharif,25.205,85.5174,127,46,79
1998.9589,110608,Buxar,25.5647,83.9777,110,40,76
1972.6828,212955,Chhapra,25.7811,84.7543,171,95,268
2142.4772,182214,Danapur,25.6241,85.0414,177,106,281
1864.4532,306089,Darbhanga,26.1542,85.8918,153,61,147
2082.7197,137068,Dehri,24.9061,84.1912,207,127,251
2119.5462,171620,Deo,24.6561,84.4356,71,33,71
2133.5736,470839,Gaya,24.7914,85.0002,126,59,97
1852.1785,147126,Hajipur,25.6964,85.2083,206,76,358
1922.9766,105221,Jamalpur,25.3118,86.3984,115,42,67
2138.9634,102456,Jehanabad,25.2133,84.9853,110,40,76
1846.9193,240565,Katihar,25.5541,87.5591,111,40,69
1808.12,107076,Kishanganj,26.0982,87.975,115,65,99
1905.3373,125183,Motihari,26.6438,84.904,126,46,112
2106.4442,213101,Munger,25.3708,84.4734,163,78.2,140
2142.4195,393724,Muzaffarpur,26.119,85.391,341,174,97
1892.3893,118820,Nawada,24.8867,85.5535,104,37,59
1906.3185,2046652,Patna,25.5941,85.1376,237,96,232
1970.2324,310817,Purnea,25.7771,87.4753,117,58,94
1822.5481,41587,Rajgir,25.0173,85.4162,57,34,125
1799.2947,155175,Saharsa,25.8774,86.5923,247,118,167
1899.7678,147396,Sasaram,24.9539,84.0143,179,145,102
2165.6137,105924,Sitamarhi,26.5887,85.5013,159,70.2,145
2128.3905,134458,Siwan,26.2243,84.36,158,68.2,120
1159.6587,5570000,Ahmedabad,23.0225,72.5714,112,34,119
904.6639,89000,Ankleshwar,21.6164,73.0152,125,27,137
784.9244,214000,Bhuj,23.242,69.6669,53,17,53
838.5459,150000,Chikhli,20.3491,76.2654,77,20,77
1002.1895,191000,Daman,20.3974,72.8328,85,22,85
1092.6052,410000,Dwarka,22.2442,68.9686,44,14,44
678.2322,292000,Ghandinagar,23.2156,72.6369,65,28,65
1003.8908,480000,Jamnagar,22.4707,70.0577,58,19,58
840.7848,101000,Jasdan,22.0356,71.2018,65,21,65
873.2489,37000,Khed Brahma,24.0291,73.0435,68,39,68
967.8697,185000,Mahesana,23.588,72.3693,55,24,55
1160.5948,25000,Meghraj,23.4968,73.5131,51,22,51
700.6666,52000,Mundra,22.8395,69.7213,53,17,53
909.7598,26000,Naliya,23.2609,68.8273,44,14,44
671.3142,171000,Navsari,209467,72.952,77,20,77
1026.4618,218000,Porbandar,21.6417,69.6293,44,14,44
678.3824,4460000,Surat,21.1702,72.8311,106,23,116
668.7429,2112000,Vadodara,22.3072,73.1812,34,20,32
893.6908,170000,Valsad,20.5992,72.9342,80,21,80
714.159,163000,Vapi,20.3893,72.9106,94,24,96
660.8694,111933,Bagalkot,16.1691,75.6615,64,18,41
602.875,8495492,Bangalore,12.9716,77.5946,110,56,112
765.8752,490045,Belgaum,15.8497,74.4977,91,27,97
1152.23,410445,Bellary,15.1394,76.9214,100,38,124
1096.5585,28754,Belur,13.1623,75.8679,115,63,61
609.1975,151102,Bhadravati,13.8276,75.7064,67,21,54
719.5306,216020,Bidar,17.9104,77.5199,168,84,112
633.8021,327427,Bijapur,16.8302,75.71,79,46,65
1106.2147,404000,Channarayapatna,12.9035,76.3898,65,23,65
952.7838,118401,Chikmagalur,13.3161,75.772,155,63,54
659.3449,145853,Chitradurga,14.2251,76.398,67,68,67
928.4743,434971,Davangere,14.4644,75.9218,93,50,53
896.9852,172612,Gadag-Betageri,15.4315,75.6355,49,25,49
1025.1521,114642,Gangavati,15.4319,76.5218,100,39,138
798.9004,543147,Gulbarga,17.3297,76.8343,115,48,124
662.6886,155006,Hassan,13.0033,76.1004,105,57,60
895.9568,206167,Hospet,15.2689,76.3909,43,24,43
722.746,124060,Hubli,15.3647,75.124,98,36,103
839.2766,943788,Hubli-Dharwad,15.4589,75.0078,104,43,107
634.5582,138462,Kolar,13.1362,78.1291,85,51,62
1168.5701,137358,Mandya,12.5218,76.8951,70,25,70
1176.2282,499487,Mangalore,12.9141,74.856,97,52,55
916.5925,920550,Mysore,12.2958,76.6394,77,28,77
755.8498,234073,Raichur,16.216,77.3566,103,50,105
695.2066,106406,Ranebennuru,14.6954,75.6288,81,27,51
709.4894,322650,Shimoga,13.9299,75.5681,102,55,58
777.1371,25400,Shrirangapattana,12.4237,76.6829,73,26,73
1012.5525,302143,Tumkur,13.3379,77.1173,121,37,139
661.774,144960,Udipi,13.3409,74.7421,97,52,55
1278.9492,2167447,Indore,26.4886,74.5509,173,74,300
1400.9476,1883381,Bhopal,23.2599,74.126,164,80.9,215
1180.6459,1444667,Jabalpur,23.1815,79.9864,122,44,159.5
1421.5745,1101981,Gwalior,26.2183,78.1828,122,78,120
1567.6554,515215,Ujjain,23.1765,75.7885,164,80,248.5
1303.4442,370296,Sagar,23.8388,78.937,89,30.2,45
1193.8339,289438,Dewas,22.9676,76.0534,164,80.6,239.3
1449.9301,283004,Satna,24.6005,80.8322,147,54.2,120
1220.9355,273892,Ratlam,23.3315,75.0367,128,46.4,120
1123.2459,235422,Rewa,24.5362,81.3036,122,44.2,123
1216.5247,221875,Murwara (Katni),23.8343,80.3894,148,54.7,120
1269.7343,220295,Singrauli,24.1992,82.6645,252,201,257
1523.2455,210891,Burhanpur,21.3145,76.218,103,36.3,89
1323.6242,200681,Khandwa,21.8314,76.3498,110,39.2,79.5
1485.6291,197332,Bhind,26.5638,78.7861,112,40.2,92.8
1551.4558,190008,Chhindwara,22.0574,78.9382,135,49.2,99.5
1576.8456,180978,Guna,24.6324,77.3002,110,39.2,79
1164.8994,179972,Shivpuri,25.432,77.6644,95,33,64
1520.5335,155959,Vidisha,23.5236,77.814,124,45,87
1344.8234,147688,Chhatarpur,24.9168,79.591,156,67,63
1424.6137,147515,Damoh,23.8323,79.4387,117,42.2,96
1481.5463,141468,Mandsaur,24.0734,75.0679,128,47,124
1495.4845,133361,Khargone,21.8335,75.615,154,36,52
1530.859,128575,Neemuch,24.4738,74.8726,206,101,224
1388.6019,126099,Pithampur,22.6111,75.6773,119,82,101
1460.3705,117956,Narmadapuram,22.7519,77.7289,154,88,125
1423.1369,114430,Itarsi,22.6115,77.7623,154,73,153
1440.6721,109025,Sehore,23.2022,77.0844,120,40,140
1561.9069,205726,Morena,26.4947,77.994,81,42,81
1256.2822,103341,Betul,21.9012,77.896,153,78,153
1330.6322,102377,Seoni,22.0869,79.5423,168,82,181
1529.5926,100466,Datia,25.6653,78.4609,120,46,122
1527.4109,100036,Nagda,23.4561,75.4227,100,72,152
1396.2554,4550000,Ahmadnagar,19.0948,74.748,108,27,124
1688.8589,537000,Akola,20.7002,77.0082,55,34,52
1099.9388,647000,Amravati,20.932,77.7523,55,31,55
1205.9214,1180000,Aurangabad,19.8762,75.3433,79,41,78
1616.9132,815000,Bhayandar,19.299,72.8548,113,24,122
1683.8124,710000,Bhiwandi,19.2813,73.0443,105,32,111
1206.7143,187000,Bhusawal,21.0418,75.7876,59,36,56
1653.8076,1100000,Chanda,19.9615,79.2961,84,37,86
1158.4595,1730000,Chinchwad,18.6298,73.7997,126,26,142
1011.4127,799000,Dhule,20.9042,74.7749,59,36,56
1487.4687,288000,Ichalkaranji,16.6886,74.4593,58,16,58
1552.2842,461000,Jalgaon,20.0077,75.5626,59,36,56
1419.2845,310000,Junnar,19.2032,73.8743,114,28,130
1211.1288,789000,Kolhapur,16.705,74.2433,58,16,58
1426.9749,397000,Latur,18.4088,76.5604,118,48,138
1419.9553,1251529,Malegaon,20.5579,74.5089,55,33,52
1583.5796,18400000,Mumbai,19.076,72.8777,119,32,132
1096.6937,2410000,Nagpur,21.1458,79.0882,75,40,75
1279.465,1486053,Nasik,19.9995,73.7898,70,42,58
1232.5825,112000,Osmanabad,18.1853,76.042,124,50,145
1513.5624,130000,Panchgani,17.9234,73.7977,107,25,121
1025.2256,307000,Parbhani,19.2608,76.7748,58,35,55
1202.6949,3120000,Pune,18.5204,73.8567,136,35,154
1341.5987,2820000,Sangli,16.8524,74.5815,58,16,58
1370.8809,951000,Solapur,17.6599,75.9064,147,60,172
1001.8655,1890000,Thane,19.2183,72.9781,114,36,122
1454.8645,130000,Uran,18.8722,72.9283,120,42,133
1272.9572,117000,Yavatmal,20.3899,78.1307,82,43,86
1275.5949,632349,Ajmer,26.4499,74.6399,122,40,134
1222.9641,442190,Alwar,27.553,76.6346,91,36,93
1290.4509,177022,Baran,25.1011,76.5132,130,47.2,100.6
1192.7869,181384,Beawar,26.1046,74.3199,99,35.2,75
800,314457,Bharatpur,27.2152,77.503,43,23,43
1261.6056,465809,Bhilwara,25.3407,74.6313,102,44,115
1061.1136,632429,Bhiwadi,28.2014,76.8217,164,81,169
769,804994,Bikaner,28.0229,73.3119,41,25,31
1280.331,116000,Chittaurgarh,24.8829,74.623,96,42,105
1020.4987,181112,Dhoulpur,26.6966,77.8908,134,35,111
1524.3535,175885,Hanumangarh,29.5815,74.3294,93,32,77
1480.8224,4067826,Jaipur,26.9124,75.7873,155,60,183
799,65471,Jaisalmer,26.9157,70.9083,17,10,13
1167.4058,1830000,Jalor,25.3445,72.6252,157,70,166
1355.7504,2330000,Jodhpur,26.2389,73.0234,75,32,79
1271.2114,206342,Kishangarh,26.5866,74.8542,92,32,60
1601.6762,1420000,Kota,25.2138,75.8448,156,70,182
1091.6408,300311,Pali,25.7781,73.3311,199,89,206
1402.9642,21626,Pushkar,26.4886,74.5509,114,38,126
1145.7576,325405,Sikar,27.6094,75.1398,111,46,127
1374.7111,282271,Sri Ganganagar,29.9094,73.88,97,34,89
1435.929,201295,Tonk,26.1659,75.7963,112,54,129
1440.8731,591315,Udaipur,24.5854,73.7125,121,59,131
1300.7467,113856,Ambur,12.7802,78.7177,139,51.2,142
1240.3633,8696010,Chennai,13.0827,80.2707,65,27,69
1627.6652,2151466,Coimbatore,11.0168,76.9558,61,34,61
1630.6177,150000,Conjeeveram,12.8337,79.7167,91,1,94
1483.4941,173361,Cuddalore,11.748,79.7714,80,1,83
1628.1549,292132,Dindigul,10.3624,77.9695,58,32,58
1669.7297,521776,Erode,11.341,77.7172,72,39,72
1232.7192,233763,Karur,10.9601,78.0766,61,34,61
1584.661,50000,Kilkunda,11.2638,76.6535,70,25,70
1793.9113,45152,Kodaikanal,10.2381,77.4892,58,32,58
1462.4911,194992,Kumarapalayam,11.4363,77.7223,91,65,95
1359.8028,167098,Kumbakonam,10.9602,79.3845,35,12,27
1226.4879,1462420,Madurai,9.9252,78.1198,55,30,55
1397.9552,102838,Nagapattinam,10.7672,79.8449,70,22,61
1737.7302,224329,Nagercoil,8.1833,77.4119,19,8,19
1492.4526,103000,Negapatam,10.7672,79.8449,70,1,72
1358.7143,178925,Neyveli,11.539,79.4794,35,12,40
1649.6557,88400,Ootacamund,11.4102,76.695,76,27,76
1320.8638,135235,Pollachi,10.6609,77.0048,122,44.2,100
1466.6364,117215,Pudukkottai,10.3833,78.8001,39,17,38
1544.7433,130119,Rajapalaiyam,9.4515,77.5543,61,16,61
1697.646,44857,Rameswaram,9.2876,79.3129,37,14,37
1368.4775,262346,Ranipet,12.9487,79.319,74,54,90
1466.6929,919150,Salem,11.6643,78.146,60,33,60
1417.6047,39875,Seven Pagodas,12.6209,80.1933,91,1,94
1745.3837,234688,Sivakasi,9.4533,77.8024,103,36.2,100.4
1637.273,291000,Tanjore,10.787,79.1378,55,30,55
1567.1415,962982,Tiruppur,11.1085,77.3411,66,36,66
1202.4058,144683,Tiruvannamalai,12.4918,79.1097,80,34,83
1689.5552,917000,Trichinopoly,10.7905,78.7047,56,31,56
1401.9393,233374,Udhagamandalam,11.4102,76.695,120,43.2,100
1621.2632,70589,Valparai,10.327,76.9554,37,20,37
1599.7694,116712,Vaniyambadi,12.6858,78.6178,135,49.2,100.6
1277.3333,481966,Vellore,12.9165,79.1325,142,52,123
1576.1773,1600000,Agra,27.1767,78.0081,284,114,126
1941.4474,870000,Aligarh,27.8974,78.088,139,47,168
1768.117,2400000,Allahabad,25.4358,81.8463,101,32,112
1615.2089,560000,Ayodhya,26.7922,82.1998,220,52,202
1577.7558,900000,Bareilly,28.367,79.4304,192,83,220
1831.2613,2500000,Budaun,28.0311,79.1271,187,80,214
1992.7303,3100000,Bulandshahr,28.407,77.8498,172,55,210
1538.529,1800000,Etah,27.5625,78.6654,145,90,170
1612.6382,260000,Etawah,26.7829,79.0277,169,52,208
1919.254,560000,Faizabad,26.773,82.1458,157,70,102
1590.5247,280000,Fatehpur,27.3826,80.7996,77,46,202
1675.5192,600000,Firozabad,27.1592,78.3957,256,103,126
1667.2031,1700000,Ghaziabad,28.6692,77.4538,165,55,200
1558.4073,230000,Ghazipur,25.5878,83.5783,153,45,160
1858.8595,1000000,Gorakhpur,26.7606,83.3732,94,30,104
1559.4454,260000,Hapur,28.7306,77.7759,155,16,184
1816.8734,200000,Hathras,27.3965,80.125,247,99,199
1542.6014,800000,Jaunpur,25.7464,82.6837,110,35,122
1531.1457,510000,Jhansi,25.4484,78.5685,169,52,208
1716.1339,2900000,Kanpur,26.4499,80.3319,87,52,207
1671.5916,1200000,Lalitpur,24.6912,78.4138,101,101,73
1966.7191,3500000,Lucknow,26.8467,80.9462,255,116,255
1772.5453,440000,Mathura,27.4924,77.6737,247,99,91
1670.9717,2200000,Mirzapur,25.1337,82.5644,216,89,205
1978.3176,1600000,Meerut,28.9845,77.7064,174,46,211
1720.4797,890000,Moradabad,28.8386,78.7733,220,94,262
1736.5511,500000,Muzaffarnagar,29.4727,77.7085,142,49,163
1000,640000,Noida,28.5355,77.391,50,30,35
1963.644,2000000,Pilibhit,28.6249,79.8075,187,80,214
1731.624,330000,Rampur,28.7983,79.022,218,93,250
1785.5313,710000,Saharanpur,29.968,77.5552,76,39,68
1822.7401,3000000,Shahajahanpur,27.8296,79.8297,262,139,259
1785.173,4500000,Sitalpur,27.568,80.679,157,70,104
1656.1404,1200000,Varanasi,25.3176,82.9739,136,47,155
1647.2563,63005,Vrindavan,27.565,77.6593,247,99,102
1605.5361,127342,Alipurduar,26.4922,89.523,265,115.95,193
1674.1185,1160000,Asansol,23.6889,86.9661,112,46,120
1777.757,305609,Baharampur,24.0983,88.2684,96,32,88
1565.3621,113000,Bali,22.6797,88.3386,112,29,68
1737.7863,164593,Balurghat,25.2373,88.7873,114,106,114
1419.8679,110668,Bangaon,23.0467,88.8291,100,71,100
1529.357,138036,Bankura,23.2313,87.0784,108,75,108
1585.7191,347016,Bardhaman,23.2324,87.8615,129,47,130
1275.8865,144891,Basirhat,22.6591,88.8572,100,38,103
1734.2427,132855,Chakdaha,23.0765,88.5293,107,75,107
1691.2874,106760,Cooch Behar,26.3452,89.4482,141,52,77
1524.1214,115000,Dam Dam,22.642,88.4312,91,39,91
1576.9626,249840,Dankuni,22.6809,88.297,100,40,104
1427.8514,132016,Darjeeling,27.041,88.2663,265,111,194
1510.3356,239022,Dhulian,24.6707,87.9482,155,62,140
1736.4884,581409,Durgapur,23.5204,87.3119,153,60,125
1463.493,324237,English Bazar,25.0108,88.1411,100,28,224
1206.7675,304584,Habra,22.8408,88.6535,100,38.9,103.6
1432.728,200762,Haldia,22.0627,88.0833,69,19,92
1740.6803,4840000,Howrah,22.5958,88.2636,108,50,113
1774.9936,107000,Jalpaiguri,26.5215,88.7196,200,86,149
1319.8346,34000,Jamuria,23.7061,87.0774,111,46,120
1798.6401,122875,Jangipur,24.459,88.1047,152,58.2,125
1508.8697,50000,Jaynagar-Majilpur,22.1742,88.4234,87,33,87
1408.2442,330000,Kamarhati,22.6847,88.3706,98,36,100
1260.8791,293719,Kharagpur,22.346,87.232,164,80,176
1666.4549,14900000,Kolkata,22.5726,88.3639,88,36,90
1620.1474,181182,Krishnanagar,23.4013,88.5021,100,38.9,103.6
1292.3223,169127,Medinipur,22.4257,87.3199,71,40,71.5
1795.1274,175474,Nabadwip,23.4037,88.3659,107,38,91
1208.4881,126894,Purulia,23.3322,86.3616,127,46.2,130
1468.3433,199758,Raiganj,25.6329,88.1319,178,107.2,123
1287.3467,235583,Ranaghat,23.1745,88.5606,100,70,100
1652.8869,288718,Shantipur,23.2645,88.4381,77,75,35
1860.3465,470000,Shiliguri,26.7271,88.3952,220,96,163
